Unnamed: 0,id,date,store_nbr,family,sales,onpromotion,holiday_type,locale,locale_name,description,transferred,dcoilwtico,city,state,store_type,cluster,transactions,year,month,week,quarter,day_of_week
1151078,1135040,2014-09-30,7,BREAD/BAKERY,713.823,2,,,,,,91.17,Quito,Pichincha,D,8,1900.0,2014,9,40,3,Tuesday
1202035,1185997,2014-10-29,36,EGGS,156.0,0,,,,,,82.25,Libertad,Guayas,E,10,911.0,2014,10,44,4,Wednesday
418202,411074,2013-08-19,42,PET SUPPLIES,0.0,0,,,,,,107.14,Cuenca,Azuay,D,2,,2013,8,34,3,Monday
687745,678835,2014-01-17,6,PERSONAL CARE,233.0,0,,,,,,93.96,Quito,Pichincha,D,13,1707.0,2014,1,3,1,Friday
47660,47660,2013-01-27,46,DAIRY,1027.0,0,,,,,,,Quito,Pichincha,A,14,4494.0,2013,1,4,1,Sunday
1049320,1033282,2014-08-04,50,LADIESWEAR,0.0,0,,,,,,98.26,Ambato,Tungurahua,A,14,2612.0,2014,8,32,3,Monday
939133,930223,2014-06-08,1,LADIESWEAR,0.0,0,,,,,,,Quito,Pichincha,D,13,432.0,2014,6,23,2,Sunday
845991,837081,2014-04-16,46,BEVERAGES,2519.0,0,,,,,,103.71,Quito,Pichincha,A,14,3623.0,2014,4,16,2,Wednesday
876039,867129,2014-05-03,39,LINGERIE,18.0,0,,,,,,,Cuenca,Azuay,B,6,1907.0,2014,5,18,2,Saturday
1404328,1384726,2015-02-19,12,GROCERY II,5.0,0,,,,,,51.12,Latacunga,Cotopaxi,C,15,1128.0,2015,2,8,1,Thursday
817637,808727,2014-03-31,5,PREPARED FOODS,94.425,0,,,,,,101.57,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1542.0,2014,3,14,1,Monday
310429,308647,2013-06-23,19,SCHOOL AND OFFICE SUPPLIES,0.0,0,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,,Guaranda,Bolivar,C,15,1195.0,2013,6,25,2,Sunday
115882,115882,2013-03-07,10,LADIESWEAR,0.0,0,,,,,,91.53,Quito,Pichincha,C,15,1027.0,2013,3,10,1,Thursday
1516271,1496669,2015-04-22,52,LAWN AND GARDEN,0.0,0,,,,,,56.17,Manta,Manabi,A,11,,2015,4,17,2,Wednesday
1488694,1469092,2015-04-07,29,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,53.95,Guayaquil,Guayas,E,10,1238.0,2015,4,15,2,Tuesday
331817,326288,2013-07-03,14,HOME APPLIANCES,1.0,0,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,101.92,Riobamba,Chimborazo,C,7,1500.0,2013,7,27,3,Wednesday
1058848,1042810,2014-08-10,19,EGGS,45.0,0,Holiday,National,Ecuador,Primer Grito de Independencia,False,,Guaranda,Bolivar,C,15,1037.0,2014,8,32,3,Sunday
139043,139043,2013-03-20,10,HARDWARE,1.0,0,,,,,,93.21,Quito,Pichincha,C,15,956.0,2013,3,12,1,Wednesday
1264,1264,2013-01-01,44,EGGS,0.0,0,Holiday,National,Ecuador,Primer dia del ano,False,,Quito,Pichincha,A,5,,2013,1,1,1,Tuesday
114063,114063,2013-03-06,1,HOME AND KITCHEN I,0.0,0,,,,,,90.47,Quito,Pichincha,D,13,1929.0,2013,3,10,1,Wednesday
204512,204512,2013-04-25,47,FROZEN FOODS,169.231,0,,,,,,93.27,Quito,Pichincha,A,14,2969.0,2013,4,17,2,Thursday
16090,16090,2013-01-10,10,LADIESWEAR,0.0,0,,,,,,93.81,Quito,Pichincha,C,15,925.0,2013,1,2,1,Thursday
622816,615688,2013-12-12,34,CLEANING,951.0,0,,,,,,97.21,Guayaquil,Guayas,B,6,2442.0,2013,12,50,4,Thursday
1166374,1150336,2014-10-09,35,"LIQUOR,WINE,BEER",24.0,0,Holiday,National,Ecuador,Independencia de Guayaquil,True,85.76,Playas,Guayas,C,3,639.0,2014,10,41,4,Thursday
1355915,1336313,2015-01-22,53,FROZEN FOODS,71.765,3,,,,,,45.93,Manta,Manabi,D,13,702.0,2015,1,4,1,Thursday
804129,795219,2014-03-24,21,HOME CARE,0.0,0,,,,,,100.05,Santo Domingo,Santo Domingo de los Tsachilas,B,6,,2014,3,13,1,Monday
399686,392558,2013-08-09,23,MAGAZINES,0.0,0,,,,,,106.04,Ambato,Tungurahua,D,9,1244.0,2013,8,32,3,Friday
1330202,1310600,2015-01-08,32,BREAD/BAKERY,74.0,0,,,,,,48.8,Guayaquil,Guayas,C,3,555.0,2015,1,2,1,Thursday
336829,329701,2013-07-05,1,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,103.09,Quito,Pichincha,D,13,1804.0,2013,7,27,3,Friday
261151,259369,2013-05-26,36,"LIQUOR,WINE,BEER",0.0,0,,,,,,,Libertad,Guayas,E,10,1512.0,2013,5,21,2,Sunday
487562,480434,2013-09-27,39,LAWN AND GARDEN,5.0,0,,,,,,102.86,Cuenca,Azuay,B,6,1181.0,2013,9,39,3,Friday
327759,322413,2013-06-30,6,BEVERAGES,2385.0,0,,,,,,,Quito,Pichincha,D,13,2153.0,2013,6,26,2,Sunday
683496,674586,2014-01-15,37,AUTOMOTIVE,0.0,0,,,,,,93.78,Cuenca,Azuay,D,2,1606.0,2014,1,3,1,Wednesday
1525669,1506067,2015-04-28,17,GROCERY II,3.0,0,,,,,,57.05,Quito,Pichincha,C,12,1165.0,2015,4,18,2,Tuesday
1296435,1280397,2014-12-21,34,PRODUCE,818.381,3,Additional,National,Ecuador,Navidad-4,False,,Guayaquil,Guayas,B,6,2986.0,2014,12,51,4,Sunday
1060959,1044921,2014-08-11,28,DELI,302.407,1,,,,,,98.09,Guayaquil,Guayas,E,10,1121.0,2014,8,33,3,Monday
1457912,1438310,2015-03-21,16,BREAD/BAKERY,239.0,0,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,C,3,976.0,2015,3,12,1,Saturday
729937,721027,2014-02-10,4,EGGS,182.0,0,,,,,,100.12,Quito,Pichincha,D,9,1423.0,2014,2,7,1,Monday
162032,162032,2013-04-01,6,BEAUTY,3.0,0,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,97.1,Quito,Pichincha,D,13,1780.0,2013,4,14,2,Monday
34079,34079,2013-01-20,15,MAGAZINES,0.0,0,,,,,,,Ibarra,Imbabura,C,15,1110.0,2013,1,3,1,Sunday
906277,897367,2014-05-20,37,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,102.8,Cuenca,Azuay,D,2,1438.0,2014,5,21,2,Tuesday
834926,826016,2014-04-10,35,PET SUPPLIES,0.0,0,,,,,,103.37,Playas,Guayas,C,3,640.0,2014,4,15,2,Thursday
1385792,1366190,2015-02-08,41,MAGAZINES,0.0,0,,,,,,,Machala,El Oro,D,4,1308.0,2015,2,6,1,Sunday
772880,763970,2014-03-06,44,LAWN AND GARDEN,12.0,0,,,,,,101.82,Quito,Pichincha,A,5,4011.0,2014,3,10,1,Thursday
1475499,1455897,2015-03-31,1,BEVERAGES,870.0,1,,,,,,47.72,Quito,Pichincha,D,13,1901.0,2015,3,14,1,Tuesday
1421181,1401579,2015-02-28,35,BEVERAGES,1577.0,0,,,,,,,Playas,Guayas,C,3,794.0,2015,2,9,1,Saturday
1362831,1343229,2015-01-26,47,PRODUCE,1.0,0,,,,,,44.8,Quito,Pichincha,A,14,3214.0,2015,1,5,1,Monday
1421360,1401758,2015-02-28,4,HOME APPLIANCES,0.0,0,,,,,,,Quito,Pichincha,D,9,1726.0,2015,2,9,1,Saturday
545320,538192,2013-10-30,1,POULTRY,120.670006,0,,,,,,96.81,Quito,Pichincha,D,13,1815.0,2013,10,44,4,Wednesday
412968,405840,2013-08-16,46,CELEBRATION,0.0,0,,,,,,107.58,Quito,Pichincha,A,14,3385.0,2013,8,33,3,Friday
1197301,1181263,2014-10-26,52,POULTRY,0.0,0,,,,,,,Manta,Manabi,A,11,,2014,10,43,4,Sunday
1437414,1417812,2015-03-09,40,AUTOMOTIVE,10.0,0,,,,,,49.95,Machala,El Oro,C,3,1583.0,2015,3,11,1,Monday
353084,345956,2013-07-14,16,HOME APPLIANCES,0.0,0,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1184.0,2013,7,28,3,Sunday
570960,563832,2013-11-13,29,PLAYERS AND ELECTRONICS,0.0,0,,,,,,93.91,Guayaquil,Guayas,E,10,,2013,11,46,4,Wednesday
1286165,1270127,2014-12-15,46,MAGAZINES,1.0,0,,,,,,55.96,Quito,Pichincha,A,14,4078.0,2014,12,51,4,Monday
938996,930086,2014-06-07,6,HARDWARE,0.0,0,,,,,,,Quito,Pichincha,D,13,2134.0,2014,6,23,2,Saturday
151796,151796,2013-03-27,18,PREPARED FOODS,11.0,0,,,,,,96.53,Quito,Pichincha,B,16,1285.0,2013,3,13,1,Wednesday
193539,193539,2013-04-19,39,PLAYERS AND ELECTRONICS,0.0,0,,,,,,88.04,Cuenca,Azuay,B,6,1195.0,2013,4,16,2,Friday
750173,741263,2014-02-21,8,HOME APPLIANCES,4.0,0,,,,,,102.53,Quito,Pichincha,D,8,2827.0,2014,2,8,1,Friday
777844,768934,2014-03-09,34,BABY CARE,0.0,0,,,,,,,Guayaquil,Guayas,B,6,2377.0,2014,3,10,1,Sunday
655221,646311,2013-12-30,43,CELEBRATION,0.0,0,,,,,,98.9,Esmeraldas,Esmeraldas,E,10,1994.0,2013,12,1,4,Monday
743032,734122,2014-02-17,8,BOOKS,0.0,0,,,,,,,Quito,Pichincha,D,8,2712.0,2014,2,8,1,Monday
1428599,1408997,2015-03-04,42,PREPARED FOODS,0.0,0,,,,,,51.53,Cuenca,Azuay,D,2,,2015,3,10,1,Wednesday
1215211,1199173,2014-11-05,6,LADIESWEAR,22.0,0,,,,,,78.71,Quito,Pichincha,D,13,1807.0,2014,11,45,4,Wednesday
567060,559932,2013-11-11,2,LINGERIE,9.0,0,Holiday,Local,Latacunga,Independencia de Latacunga,False,95.13,Quito,Pichincha,D,13,1862.0,2013,11,46,4,Monday
1123950,1107912,2014-09-15,45,BEVERAGES,6914.0,2,,,,,,92.86,Quito,Pichincha,A,11,3318.0,2014,9,38,3,Monday
55810,55810,2013-02-01,25,CLEANING,871.0,0,,,,,,97.46,Salinas,Santa Elena,D,1,1151.0,2013,2,5,1,Friday
255001,253219,2013-05-23,14,EGGS,41.0,0,,,,,,94.12,Riobamba,Chimborazo,C,7,1428.0,2013,5,21,2,Thursday
889360,880450,2014-05-11,13,EGGS,43.0,0,Event,National,Ecuador,Dia de la Madre,False,,Latacunga,Cotopaxi,C,15,1083.0,2014,5,19,2,Sunday
1359023,1339421,2015-01-24,40,HOME APPLIANCES,1.0,0,,,,,,,Machala,El Oro,C,3,1394.0,2015,1,4,1,Saturday
96539,96539,2013-02-24,18,HARDWARE,1.0,0,,,,,,,Quito,Pichincha,B,16,1329.0,2013,2,8,1,Sunday
355324,348196,2013-07-15,29,GROCERY II,0.0,0,,,,,,106.2,Guayaquil,Guayas,E,10,,2013,7,29,3,Monday
339107,331979,2013-07-06,23,SEAFOOD,17.858,0,,,,,,,Ambato,Tungurahua,D,9,1270.0,2013,7,27,3,Saturday
611038,603910,2013-12-05,53,EGGS,0.0,0,Additional,Local,Quito,Fundacion de Quito-1,False,97.14,Manta,Manabi,D,13,,2013,12,49,4,Thursday
869271,860361,2014-04-29,49,HOME CARE,0.0,0,,,,,,101.56,Quito,Pichincha,A,11,1999.0,2014,4,18,2,Tuesday
323172,317826,2013-06-28,27,BEVERAGES,978.0,0,,,,,,96.36,Daule,Guayas,D,1,1031.0,2013,6,26,2,Friday
153767,153767,2013-03-28,23,LAWN AND GARDEN,0.0,0,,,,,,97.24,Ambato,Tungurahua,D,9,1300.0,2013,3,13,1,Thursday
620805,613677,2013-12-11,28,DELI,179.023,0,,,,,,97.25,Guayaquil,Guayas,E,10,902.0,2013,12,50,4,Wednesday
1263712,1247674,2014-12-03,17,EGGS,122.0,0,,,,,,67.3,Quito,Pichincha,C,12,1327.0,2014,12,49,4,Wednesday
1164062,1148024,2014-10-08,20,LAWN AND GARDEN,0.0,0,,,,,,87.29,Quito,Pichincha,B,6,,2014,10,41,4,Wednesday
733186,724276,2014-02-12,30,PERSONAL CARE,64.0,0,,,,,,100.38,Guayaquil,Guayas,C,3,695.0,2014,2,7,1,Wednesday
1070465,1054427,2014-08-16,44,FROZEN FOODS,690.215,1,,,,,,,Quito,Pichincha,A,5,5378.0,2014,8,33,3,Saturday
67950,67950,2013-02-08,16,BEVERAGES,445.0,0,,,,,,95.71,Santo Domingo,Santo Domingo de los Tsachilas,C,3,938.0,2013,2,6,1,Friday
616723,609595,2013-12-09,13,LADIESWEAR,0.0,0,,,,,,97.1,Latacunga,Cotopaxi,C,15,890.0,2013,12,50,4,Monday
1307515,1288149,2014-12-26,51,PLAYERS AND ELECTRONICS,25.0,0,Additional,National,Ecuador,Navidad+1,False,54.59,Guayaquil,Guayas,A,17,2486.0,2014,12,52,4,Friday
981572,967316,2014-06-28,5,LAWN AND GARDEN,2.0,0,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1410.0,2014,6,26,2,Saturday
51467,51467,2013-01-29,52,LAWN AND GARDEN,0.0,0,,,,,,97.62,Manta,Manabi,A,11,,2013,1,5,1,Tuesday
1257560,1241522,2014-11-29,43,PREPARED FOODS,93.0,0,,,,,,,Esmeraldas,Esmeraldas,E,10,1421.0,2014,11,48,4,Saturday
812176,803266,2014-03-28,47,GROCERY II,57.0,0,,,,,,101.73,Quito,Pichincha,A,14,3605.0,2014,3,13,1,Friday
562527,555399,2013-11-08,42,DELI,0.0,0,,,,,,94.56,Cuenca,Azuay,D,2,,2013,11,45,4,Friday
1307836,1288310,2014-12-26,7,MAGAZINES,7.0,0,Bridge,National,Ecuador,Puente Navidad,False,54.59,Quito,Pichincha,D,8,1941.0,2014,12,52,4,Friday
93829,93829,2013-02-22,41,EGGS,85.0,0,,,,,,93.12,Machala,El Oro,D,4,765.0,2013,2,8,1,Friday
849309,840399,2014-04-18,39,LINGERIE,3.0,0,Holiday,National,Ecuador,Viernes Santo,False,,Cuenca,Azuay,B,6,1328.0,2014,4,16,2,Friday
631003,623875,2013-12-17,14,EGGS,26.0,0,,,,,,96.99,Riobamba,Chimborazo,C,7,1719.0,2013,12,51,4,Tuesday
1297093,1281055,2014-12-21,52,POULTRY,0.0,0,Additional,National,Ecuador,Navidad-4,False,,Manta,Manabi,A,11,,2014,12,51,4,Sunday
1253667,1237629,2014-11-27,34,PRODUCE,547.695,1,,,,,,,Guayaquil,Guayas,B,6,1962.0,2014,11,48,4,Thursday
1417696,1398094,2015-02-26,37,HOME AND KITCHEN II,11.0,0,,,,,,47.65,Cuenca,Azuay,D,2,1531.0,2015,2,9,1,Thursday
1438298,1418696,2015-03-10,15,PET SUPPLIES,0.0,0,,,,,,48.42,Ibarra,Imbabura,C,15,1499.0,2015,3,11,1,Tuesday
516848,509720,2013-10-14,11,BEAUTY,1.0,0,,,,,,102.46,Cayambe,Pichincha,B,6,2223.0,2013,10,42,4,Monday
1235080,1219042,2014-11-17,13,"LIQUOR,WINE,BEER",20.0,0,,,,,,75.64,Latacunga,Cotopaxi,C,15,937.0,2014,11,47,4,Monday
1170667,1154629,2014-10-11,6,PERSONAL CARE,360.0,3,,,,,,,Quito,Pichincha,D,13,2076.0,2014,10,41,4,Saturday
472488,465360,2013-09-19,16,PLAYERS AND ELECTRONICS,0.0,0,,,,,,106.26,Santo Domingo,Santo Domingo de los Tsachilas,C,3,826.0,2013,9,38,3,Thursday
710121,701211,2014-01-30,33,PLAYERS AND ELECTRONICS,3.0,0,,,,,,98.25,Quevedo,Los Rios,C,3,982.0,2014,1,5,1,Thursday
15379,15379,2013-01-09,40,BABY CARE,0.0,0,,,,,,93.08,Machala,El Oro,C,3,939.0,2013,1,2,1,Wednesday
744250,735340,2014-02-18,41,BABY CARE,0.0,0,,,,,,102.54,Machala,El Oro,D,4,772.0,2014,2,8,1,Tuesday
960785,951875,2014-06-20,17,MAGAZINES,0.0,0,Event,National,Ecuador,Mundial de futbol Brasil: Ecuador-Honduras,False,107.95,Quito,Pichincha,C,12,1192.0,2014,6,25,2,Friday
261576,259794,2013-05-26,48,HOME CARE,0.0,0,,,,,,,Quito,Pichincha,A,14,3882.0,2013,5,21,2,Sunday
1265518,1249480,2014-12-04,18,BABY CARE,0.0,0,,,,,,66.73,Quito,Pichincha,B,16,1447.0,2014,12,49,4,Thursday
1240341,1224303,2014-11-20,11,BEVERAGES,3099.0,10,,,,,,75.63,Cayambe,Pichincha,B,6,2065.0,2014,11,47,4,Thursday
541314,534186,2013-10-27,47,HOME AND KITCHEN I,0.0,0,,,,,,,Quito,Pichincha,A,14,4775.0,2013,10,43,4,Sunday
1324402,1304800,2015-01-05,2,GROCERY II,46.0,0,,,,,,50.05,Quito,Pichincha,D,13,2068.0,2015,1,2,1,Monday
948644,939734,2014-06-13,26,PET SUPPLIES,0.0,0,,,,,,107.49,Guayaquil,Guayas,D,10,656.0,2014,6,24,2,Friday
222206,222206,2013-05-05,43,HOME APPLIANCES,0.0,0,,,,,,,Esmeraldas,Esmeraldas,E,10,1488.0,2013,5,18,2,Sunday
1255149,1239111,2014-11-28,26,PLAYERS AND ELECTRONICS,0.0,0,Event,National,Ecuador,Black Friday,False,65.94,Guayaquil,Guayas,D,10,655.0,2014,11,48,4,Friday
186669,186669,2013-04-15,46,LINGERIE,8.0,0,,,,,,88.75,Quito,Pichincha,A,14,3085.0,2013,4,16,2,Monday
1344981,1325379,2015-01-16,47,AUTOMOTIVE,8.0,0,,,,,,48.49,Quito,Pichincha,A,14,3544.0,2015,1,3,1,Friday
256749,254967,2013-05-24,13,DELI,101.0,0,Holiday,National,Ecuador,Batalla de Pichincha,False,93.84,Latacunga,Cotopaxi,C,15,946.0,2013,5,21,2,Friday
1286846,1270808,2014-12-16,16,FROZEN FOODS,66.042,1,,,,,,55.97,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1042.0,2014,12,51,4,Tuesday
1392610,1373008,2015-02-12,33,EGGS,207.0,13,,,,,,51.17,Quevedo,Los Rios,C,3,1009.0,2015,2,7,1,Thursday
231668,231668,2013-05-11,1,DAIRY,552.0,0,Additional,National,Ecuador,Dia de la Madre-1,False,,Quito,Pichincha,D,13,1488.0,2013,5,19,2,Saturday
1426330,1406728,2015-03-03,3,BOOKS,0.0,0,,,,,,50.43,Quito,Pichincha,D,8,2914.0,2015,3,10,1,Tuesday
1480399,1460797,2015-04-02,46,LADIESWEAR,0.0,0,,,,,,49.13,Quito,Pichincha,A,14,3631.0,2015,4,14,2,Thursday
1125343,1109305,2014-09-16,34,EGGS,69.0,0,,,,,,94.91,Guayaquil,Guayas,B,6,2290.0,2014,9,38,3,Tuesday
1035553,1019515,2014-07-28,15,GROCERY II,8.0,0,,,,,,105.68,Ibarra,Imbabura,C,15,1408.0,2014,7,31,3,Monday
513577,506449,2013-10-12,19,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,,Guaranda,Bolivar,C,15,1958.0,2013,10,41,4,Saturday
1187163,1171125,2014-10-21,19,LINGERIE,0.0,0,,,,,,83.25,Guaranda,Bolivar,C,15,1174.0,2014,10,43,4,Tuesday
65389,65389,2013-02-06,43,HOME AND KITCHEN II,0.0,0,,,,,,96.44,Esmeraldas,Esmeraldas,E,10,1141.0,2013,2,6,1,Wednesday
325383,320037,2013-06-29,39,BEVERAGES,1573.0,0,,,,,,,Cuenca,Azuay,B,6,1807.0,2013,6,26,2,Saturday
838387,829477,2014-04-12,32,"LIQUOR,WINE,BEER",15.0,0,Holiday,Local,Cuenca,Fundacion de Cuenca,False,,Guayaquil,Guayas,C,3,706.0,2014,4,15,2,Saturday
1027149,1011111,2014-07-23,29,MEATS,0.0,0,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,103.81,Guayaquil,Guayas,E,10,,2014,7,30,3,Wednesday
799022,790112,2014-03-21,28,PET SUPPLIES,1.0,0,,,,,,99.97,Guayaquil,Guayas,E,10,943.0,2014,3,12,1,Friday
701802,692892,2014-01-25,5,MEATS,338.849,0,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1478.0,2014,1,4,1,Saturday
1422432,1402830,2015-03-01,20,AUTOMOTIVE,23.0,0,,,,,,,Quito,Pichincha,B,6,3012.0,2015,3,9,1,Sunday
1222115,1206077,2014-11-09,49,PET SUPPLIES,17.0,0,,,,,,,Quito,Pichincha,A,11,3107.0,2014,11,45,4,Sunday
371410,364282,2013-07-24,3,POULTRY,409.27298,0,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,105.41,Quito,Pichincha,D,8,3015.0,2013,7,30,3,Wednesday
1110928,1094890,2014-09-08,3,HOME AND KITCHEN II,26.0,0,,,,,,92.64,Quito,Pichincha,D,8,3109.0,2014,9,37,3,Monday
154462,154462,2013-03-28,42,"LIQUOR,WINE,BEER",0.0,0,,,,,,97.24,Cuenca,Azuay,D,2,,2013,3,13,1,Thursday
6451,6451,2013-01-04,4,HOME AND KITCHEN II,0.0,0,,,,,,93.12,Quito,Pichincha,D,9,1596.0,2013,1,1,1,Friday
1423635,1404033,2015-03-01,53,HOME AND KITCHEN I,8.0,0,,,,,,,Manta,Manabi,D,13,1102.0,2015,3,9,1,Sunday
162061,162061,2013-04-01,6,SCHOOL AND OFFICE SUPPLIES,0.0,0,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,97.1,Quito,Pichincha,D,13,1780.0,2013,4,14,2,Monday
1053521,1037483,2014-08-07,19,PREPARED FOODS,12.0,0,,,,,,97.34,Guaranda,Bolivar,C,15,1081.0,2014,8,32,3,Thursday
931899,922989,2014-06-03,7,GROCERY I,3698.0,0,,,,,,103.34,Quito,Pichincha,D,8,1816.0,2014,6,23,2,Tuesday
261296,259514,2013-05-26,40,BEAUTY,1.0,0,,,,,,,Machala,El Oro,C,3,1105.0,2013,5,21,2,Sunday
249553,247771,2013-05-20,11,CLEANING,1791.0,0,,,,,,96.29,Cayambe,Pichincha,B,6,2244.0,2013,5,21,2,Monday
569549,562421,2013-11-12,4,BEAUTY,5.0,0,Holiday,Local,Ambato,Independencia de Ambato,False,93.12,Quito,Pichincha,D,9,1319.0,2013,11,46,4,Tuesday
1173709,1157671,2014-10-13,40,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,85.73,Machala,El Oro,C,3,1481.0,2014,10,42,4,Monday
1413300,1393698,2015-02-24,14,DELI,256.0,0,,,,,,48.48,Riobamba,Chimborazo,C,7,1360.0,2015,2,9,1,Tuesday
866925,858015,2014-04-28,33,HOME AND KITCHEN I,0.0,0,,,,,,101.13,Quevedo,Los Rios,C,3,1093.0,2014,4,18,2,Monday
442376,435248,2013-09-02,21,FROZEN FOODS,0.0,0,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,B,6,,2013,9,36,3,Monday
