Unnamed: 0,id,date,store_nbr,family,sales,onpromotion,holiday_type,locale,locale_name,description,transferred,dcoilwtico,city,state,store_type,cluster,transactions,year,month,week,quarter,day_of_week
2545910,2503142,2016-11-08,42,PET SUPPLIES,5.0,0,,,,,,44.96,Cuenca,Azuay,D,2,933.0,2016,11,45,4,Tuesday
2286581,2250941,2016-06-20,17,FROZEN FOODS,112.0,1,,,,,,49.4,Quito,Pichincha,C,12,1501.0,2016,6,25,2,Monday
2387432,2344664,2016-08-11,46,HARDWARE,1.0,0,,,,,,43.51,Quito,Pichincha,A,14,2794.0,2016,8,32,3,Thursday
2914483,2866369,2017-06-01,34,"LIQUOR,WINE,BEER",17.0,2,,,,,,48.32,Guayaquil,Guayas,B,6,2051.0,2017,6,22,2,Thursday
1603067,1583465,2015-06-10,38,PET SUPPLIES,5.0,0,,,,,,61.36,Loja,Loja,D,4,1586.0,2015,6,24,2,Wednesday
1959546,1932816,2015-12-23,40,CELEBRATION,35.0,0,Additional,National,Ecuador,Navidad-2,False,36.76,Machala,El Oro,C,3,2060.0,2015,12,52,4,Wednesday
2474264,2431496,2016-09-29,32,MAGAZINES,0.0,0,,,,,,47.72,Guayaquil,Guayas,C,3,535.0,2016,9,39,3,Thursday
2852980,2804866,2017-04-27,9,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,48.96,Quito,Pichincha,B,6,1825.0,2017,4,17,2,Thursday
2070457,2043727,2016-02-24,52,BOOKS,0.0,0,,,,,,30.35,Manta,Manabi,A,11,,2016,2,8,1,Wednesday
2093440,2066710,2016-03-08,47,LADIESWEAR,34.0,0,,,,,,36.67,Quito,Pichincha,A,14,3606.0,2016,3,10,1,Tuesday
1968734,1942004,2015-12-29,48,LAWN AND GARDEN,1.0,0,,,,,,37.88,Quito,Pichincha,A,14,3891.0,2015,12,53,4,Tuesday
2060354,2033624,2016-02-19,19,SEAFOOD,6.0,0,,,,,,29.59,Guaranda,Bolivar,C,15,1121.0,2016,2,7,1,Friday
1927907,1902959,2015-12-06,52,HARDWARE,0.0,0,Holiday,Local,Quito,Fundacion de Quito,False,,Manta,Manabi,A,11,,2015,12,49,4,Sunday
2480253,2437485,2016-10-02,50,CELEBRATION,21.0,0,,,,,,,Ambato,Tungurahua,A,14,3180.0,2016,10,39,4,Sunday
2328866,2287880,2016-07-10,52,MAGAZINES,0.0,0,,,,,,,Manta,Manabi,A,11,,2016,7,27,3,Sunday
1717303,1692355,2015-08-10,43,HOME AND KITCHEN II,27.0,0,Holiday,National,Ecuador,Primer Grito de Independencia,False,44.94,Esmeraldas,Esmeraldas,E,10,1434.0,2015,8,33,3,Monday
2460214,2417446,2016-09-21,38,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,45.33,Loja,Loja,D,4,1322.0,2016,9,38,3,Wednesday
1985612,1958882,2016-01-08,22,BEAUTY,0.0,0,,,,,,33.2,Puyo,Pastaza,C,7,602.0,2016,1,1,1,Friday
1632301,1610330,2015-06-25,41,PREPARED FOODS,62.703,0,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,59.59,Machala,El Oro,D,4,909.0,2015,6,26,2,Thursday
1637576,1614410,2015-06-27,7,HOME APPLIANCES,0.0,0,,,,,,,Quito,Pichincha,D,8,1741.0,2015,6,26,2,Saturday
1571423,1551821,2015-05-23,5,PREPARED FOODS,127.138,0,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1568.0,2015,5,21,2,Saturday
1556017,1536415,2015-05-15,19,BABY CARE,0.0,0,,,,,,59.73,Guaranda,Bolivar,C,15,1143.0,2015,5,20,2,Friday
2561723,2517173,2016-11-16,36,SEAFOOD,1.0,0,,,,,,45.56,Libertad,Guayas,E,10,1030.0,2016,11,46,4,Wednesday
2242381,2206741,2016-05-26,26,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,49.0,Guayaquil,Guayas,D,10,467.0,2016,5,21,2,Thursday
2079014,2052284,2016-02-29,42,HARDWARE,1.0,0,,,,,,32.74,Cuenca,Azuay,D,2,838.0,2016,2,9,1,Monday
2817712,2771380,2017-04-09,2,CLEANING,1145.0,8,,,,,,,Quito,Pichincha,D,13,1965.0,2017,4,14,2,Sunday
2492143,2449375,2016-10-09,34,HOME AND KITCHEN II,33.0,0,Holiday,National,Ecuador,Independencia de Guayaquil,False,,Guayaquil,Guayas,B,6,2048.0,2016,10,40,4,Sunday
1707190,1682242,2015-08-05,10,BABY CARE,0.0,0,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,45.13,Quito,Pichincha,C,15,1014.0,2015,8,32,3,Wednesday
3029729,2976269,2017-08-02,18,SEAFOOD,14.466,0,,,,,,49.6,Quito,Pichincha,B,16,1278.0,2017,8,31,3,Wednesday
1532141,1512539,2015-05-01,48,HOME APPLIANCES,2.0,0,Holiday,National,Ecuador,Dia del Trabajo,False,59.1,Quito,Pichincha,A,14,4300.0,2015,5,18,2,Friday
2000791,1974061,2016-01-16,48,BABY CARE,0.0,0,,,,,,,Quito,Pichincha,A,14,3763.0,2016,1,2,1,Saturday
2885653,2837539,2017-05-16,26,BABY CARE,0.0,0,,,,,,48.64,Guayaquil,Guayas,D,10,521.0,2017,5,20,2,Tuesday
1842305,1817357,2015-10-19,50,HARDWARE,1.0,0,,,,,,45.91,Ambato,Tungurahua,A,14,2012.0,2015,10,43,4,Monday
1892549,1867601,2015-11-17,10,SEAFOOD,3.0,0,,,,,,40.73,Quito,Pichincha,C,15,954.0,2015,11,47,4,Tuesday
1971951,1945221,2015-12-31,39,BEVERAGES,4063.0,1,Additional,National,Ecuador,Primer dia del ano-1,False,37.13,Cuenca,Azuay,B,6,2147.0,2015,12,53,4,Thursday
2900798,2852684,2017-05-24,5,SEAFOOD,5.424,1,Holiday,National,Ecuador,Batalla de Pichincha,True,50.99,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1177.0,2017,5,21,2,Wednesday
2608309,2563759,2016-12-12,43,"LIQUOR,WINE,BEER",19.0,0,,,,,,52.74,Esmeraldas,Esmeraldas,E,10,1343.0,2016,12,50,4,Monday
2641170,2594838,2016-12-31,16,HOME AND KITCHEN I,50.0,5,Additional,National,Ecuador,Primer dia del ano-1,False,,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1365.0,2016,12,52,4,Saturday
2021447,1994717,2016-01-28,27,SEAFOOD,6.618,0,,,,,,33.21,Daule,Guayas,D,1,1315.0,2016,1,4,1,Thursday
2097566,2070836,2016-03-11,13,LAWN AND GARDEN,0.0,0,,,,,,38.51,Latacunga,Cotopaxi,C,15,796.0,2016,3,10,1,Friday
2060948,2034218,2016-02-19,35,SEAFOOD,0.0,0,,,,,,29.59,Playas,Guayas,C,3,704.0,2016,2,7,1,Friday
2791986,2745654,2017-03-25,47,LINGERIE,23.0,0,,,,,,,Quito,Pichincha,A,14,4296.0,2017,3,12,1,Saturday
1648016,1624126,2015-07-03,29,SCHOOL AND OFFICE SUPPLIES,1.0,0,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,,Guayaquil,Guayas,E,10,817.0,2015,7,27,3,Friday
2850213,2802099,2017-04-26,31,BEVERAGES,2504.0,31,,,,,,49.22,Babahoyo,Los Rios,B,10,1217.0,2017,4,17,2,Wednesday
2108523,2081793,2016-03-17,20,LINGERIE,5.0,0,,,,,,40.17,Quito,Pichincha,B,6,1314.0,2016,3,11,1,Thursday
2857934,2809820,2017-04-30,48,BEAUTY,17.0,0,,,,,,,Quito,Pichincha,A,14,3969.0,2017,4,17,2,Sunday
2943470,2895356,2017-06-17,48,BEAUTY,25.0,2,,,,,,,Quito,Pichincha,A,14,3970.0,2017,6,24,2,Saturday
2254946,2219306,2016-06-02,29,MAGAZINES,0.0,0,,,,,,49.14,Guayaquil,Guayas,E,10,973.0,2016,6,22,2,Thursday
1968343,1941613,2015-12-29,37,PERSONAL CARE,271.0,2,,,,,,37.88,Cuenca,Azuay,D,2,1676.0,2015,12,53,4,Tuesday
3024382,2970922,2017-07-30,18,SCHOOL AND OFFICE SUPPLIES,59.0,9,,,,,,,Quito,Pichincha,B,16,1218.0,2017,7,30,3,Sunday
2990186,2936726,2017-07-10,9,MAGAZINES,7.0,0,,,,,,44.4,Quito,Pichincha,B,6,1938.0,2017,7,28,3,Monday
1867887,1842939,2015-11-03,19,LINGERIE,11.0,0,Holiday,National,Ecuador,Independencia de Cuenca,False,47.88,Guaranda,Bolivar,C,15,1410.0,2015,11,45,4,Tuesday
3025898,2972438,2017-07-31,10,PREPARED FOODS,35.0,1,,,,,,50.21,Quito,Pichincha,C,15,948.0,2017,7,31,3,Monday
2178291,2149779,2016-04-24,28,PLAYERS AND ELECTRONICS,6.0,0,Event,National,Ecuador,Terremoto Manabi+8,False,,Guayaquil,Guayas,E,10,1517.0,2016,4,16,2,Sunday
2877361,2829247,2017-05-11,42,PERSONAL CARE,154.0,9,,,,,,47.81,Cuenca,Azuay,D,2,1098.0,2017,5,19,2,Thursday
1764894,1739946,2015-09-06,29,LINGERIE,17.0,0,,,,,,,Guayaquil,Guayas,E,10,1352.0,2015,9,36,3,Sunday
2058356,2031626,2016-02-18,13,HARDWARE,1.0,0,,,,,,30.77,Latacunga,Cotopaxi,C,15,781.0,2016,2,7,1,Thursday
2455960,2413192,2016-09-19,2,BABY CARE,0.0,0,,,,,,43.34,Quito,Pichincha,D,13,1662.0,2016,9,38,3,Monday
2291881,2256241,2016-06-23,15,SCHOOL AND OFFICE SUPPLIES,0.0,0,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,49.34,Ibarra,Imbabura,C,15,1310.0,2016,6,25,2,Thursday
2018488,1991758,2016-01-26,44,EGGS,416.0,0,,,,,,29.54,Quito,Pichincha,A,5,3618.0,2016,1,4,1,Tuesday
1984376,1957646,2016-01-07,37,LAWN AND GARDEN,0.0,0,,,,,,33.29,Cuenca,Azuay,D,2,1445.0,2016,1,1,1,Thursday
1657063,1632115,2015-07-07,53,BABY CARE,0.0,0,,,,,,52.33,Manta,Manabi,D,13,687.0,2015,7,28,3,Tuesday
2327760,2286774,2016-07-10,22,CELEBRATION,8.0,0,,,,,,,Puyo,Pastaza,C,7,741.0,2016,7,27,3,Sunday
2516300,2473532,2016-10-23,12,HOME APPLIANCES,0.0,0,,,,,,,Latacunga,Cotopaxi,C,15,1265.0,2016,10,42,4,Sunday
1810044,1785096,2015-10-01,45,PLAYERS AND ELECTRONICS,41.0,0,,,,,,44.75,Quito,Pichincha,A,11,3113.0,2015,10,40,4,Thursday
2619810,2575260,2016-12-19,17,CELEBRATION,6.0,0,,,,,,52.13,Quito,Pichincha,C,12,1720.0,2016,12,51,4,Monday
1571770,1552168,2015-05-24,10,GROCERY II,8.0,0,Holiday,National,Ecuador,Batalla de Pichincha,False,,Quito,Pichincha,C,15,981.0,2015,5,21,2,Sunday
2171500,2144258,2016-04-21,23,HOME APPLIANCES,0.0,0,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,43.18,Ambato,Tungurahua,D,9,1007.0,2016,4,16,2,Thursday
1842104,1817156,2015-10-19,45,FROZEN FOODS,213.861,0,,,,,,45.91,Quito,Pichincha,A,11,2996.0,2015,10,43,4,Monday
1862569,1837621,2015-10-31,2,HOME AND KITCHEN II,5.0,0,,,,,,,Quito,Pichincha,D,13,1908.0,2015,10,44,4,Saturday
1814845,1789897,2015-10-04,30,EGGS,186.0,0,,,,,,,Guayaquil,Guayas,C,3,612.0,2015,10,40,4,Sunday
2656588,2610256,2017-01-08,48,"LIQUOR,WINE,BEER",166.0,3,,,,,,,Quito,Pichincha,A,14,4174.0,2017,1,1,1,Sunday
1934840,1909892,2015-12-10,47,HOME APPLIANCES,2.0,0,,,,,,36.76,Quito,Pichincha,A,14,4368.0,2015,12,50,4,Thursday
2080726,2053996,2016-03-01,40,EGGS,175.0,0,,,,,,34.39,Machala,El Oro,C,3,1574.0,2016,3,9,1,Tuesday
2871059,2822945,2017-05-08,16,PET SUPPLIES,1.0,0,,,,,,46.46,Santo Domingo,Santo Domingo de los Tsachilas,C,3,705.0,2017,5,19,2,Monday
2734071,2687739,2017-02-21,22,LINGERIE,4.0,0,,,,,,54.02,Puyo,Pastaza,C,7,672.0,2017,2,8,1,Tuesday
2628425,2582105,2016-12-22,9,LAWN AND GARDEN,3.0,0,Holiday,Local,Salinas,Cantonizacion de Salinas,False,51.98,Quito,Pichincha,B,6,3351.0,2016,12,51,4,Thursday
1528844,1509242,2015-04-29,6,LAWN AND GARDEN,1.0,1,,,,,,58.55,Quito,Pichincha,D,13,1605.0,2015,4,18,2,Wednesday
3041152,2987692,2017-08-08,39,BOOKS,0.0,0,,,,,,49.07,Cuenca,Azuay,B,6,1471.0,2017,8,32,3,Tuesday
2867156,2819042,2017-05-05,7,HOME APPLIANCES,0.0,0,,,,,,46.23,Quito,Pichincha,D,8,1958.0,2017,5,18,2,Friday
1596528,1576926,2015-06-06,54,LINGERIE,1.0,0,,,,,,,El Carmen,Manabi,C,3,1011.0,2015,6,23,2,Saturday
2923439,2875325,2017-06-06,36,BEAUTY,6.0,3,,,,,,48.13,Libertad,Guayas,E,10,1231.0,2017,6,23,2,Tuesday
2418432,2375664,2016-08-29,16,PLAYERS AND ELECTRONICS,7.0,0,,,,,,46.97,Santo Domingo,Santo Domingo de los Tsachilas,C,3,810.0,2016,8,35,3,Monday
2794024,2747692,2017-03-26,54,GROCERY II,5.0,2,,,,,,,El Carmen,Manabi,C,3,970.0,2017,3,12,1,Sunday
2725966,2679634,2017-02-16,45,BABY CARE,0.0,0,,,,,,53.41,Quito,Pichincha,A,11,3182.0,2017,2,7,1,Thursday
2985746,2932286,2017-07-08,34,BREAD/BAKERY,726.0,12,,,,,,,Guayaquil,Guayas,B,6,2281.0,2017,7,27,3,Saturday
2815420,2769088,2017-04-07,54,PERSONAL CARE,193.0,12,,,,,,52.25,El Carmen,Manabi,C,3,745.0,2017,4,14,2,Friday
2512758,2469990,2016-10-21,13,CELEBRATION,5.0,0,,,,,,50.61,Latacunga,Cotopaxi,C,15,782.0,2016,10,42,4,Friday
1570392,1550790,2015-05-23,21,LINGERIE,0.0,0,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,B,6,,2015,5,21,2,Saturday
1787694,1762746,2015-09-19,19,HOME CARE,303.0,2,,,,,,,Guaranda,Bolivar,C,15,1739.0,2015,9,38,3,Saturday
2445096,2402328,2016-09-13,14,PLAYERS AND ELECTRONICS,4.0,0,,,,,,44.91,Riobamba,Chimborazo,C,7,1338.0,2016,9,37,3,Tuesday
1731197,1706249,2015-08-18,33,HOME APPLIANCES,0.0,0,,,,,,42.58,Quevedo,Los Rios,C,3,1109.0,2015,8,34,3,Tuesday
2621582,2577032,2016-12-20,16,PREPARED FOODS,26.0,1,,,,,,52.22,Santo Domingo,Santo Domingo de los Tsachilas,C,3,771.0,2016,12,51,4,Tuesday
2797525,2751193,2017-03-28,52,HOME AND KITCHEN II,0.0,0,,,,,,48.36,Manta,Manabi,A,11,,2017,3,13,1,Tuesday
2029207,2002477,2016-02-01,45,BOOKS,0.0,0,,,,,,31.62,Quito,Pichincha,A,11,3648.0,2016,2,5,1,Monday
2007698,1980968,2016-01-20,41,FROZEN FOODS,121.925,3,,,,,,26.68,Machala,El Oro,D,4,1047.0,2016,1,3,1,Wednesday
1628487,1608885,2015-06-24,51,BEVERAGES,4817.0,6,,,,,,60.01,Guayaquil,Guayas,A,17,1757.0,2015,6,26,2,Wednesday
2629716,2583384,2016-12-23,44,GROCERY I,18341.0,135,Additional,National,Ecuador,Navidad-2,False,52.01,Quito,Pichincha,A,5,8307.0,2016,12,51,4,Friday
2245239,2209599,2016-05-27,7,HOME CARE,184.0,2,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,49.36,Quito,Pichincha,D,8,1785.0,2016,5,21,2,Friday
2601028,2556478,2016-12-08,4,BABY CARE,0.0,0,Holiday,Local,Loja,Fundacion de Loja,False,50.84,Quito,Pichincha,D,9,1384.0,2016,12,49,4,Thursday
2978863,2925403,2017-07-04,40,LADIESWEAR,0.0,0,,,,,,,Machala,El Oro,C,3,1558.0,2017,7,27,3,Tuesday
1575594,1555992,2015-05-26,18,DELI,221.078,0,,,,,,57.29,Quito,Pichincha,B,16,1353.0,2015,5,22,2,Tuesday
2470454,2427686,2016-09-27,26,DAIRY,114.0,3,,,,,,44.65,Guayaquil,Guayas,D,10,379.0,2016,9,39,3,Tuesday
1769190,1744242,2015-09-08,49,PLAYERS AND ELECTRONICS,85.0,0,,,,,,45.92,Quito,Pichincha,A,11,2558.0,2015,9,37,3,Tuesday
2509933,2467165,2016-10-19,33,LADIESWEAR,0.0,0,,,,,,51.59,Quevedo,Los Rios,C,3,800.0,2016,10,42,4,Wednesday
2513036,2470268,2016-10-21,20,LAWN AND GARDEN,0.0,0,,,,,,50.61,Quito,Pichincha,B,6,1215.0,2016,10,42,4,Friday
2911863,2863749,2017-05-31,11,DELI,518.343,7,,,,,,48.29,Cayambe,Pichincha,B,6,2388.0,2017,5,22,2,Wednesday
3041552,2988092,2017-08-08,5,DAIRY,479.0,15,,,,,,49.07,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1183.0,2017,8,32,3,Tuesday
2381670,2338902,2016-08-08,34,PLAYERS AND ELECTRONICS,4.0,0,,,,,,43.06,Guayaquil,Guayas,B,6,2123.0,2016,8,32,3,Monday
1721444,1696496,2015-08-13,1,SEAFOOD,16.228,0,,,,,,42.27,Quito,Pichincha,D,13,1499.0,2015,8,33,3,Thursday
2226573,2190933,2016-05-17,32,PRODUCE,313.772,39,,,,,,48.29,Guayaquil,Guayas,C,3,641.0,2016,5,20,2,Tuesday
2603897,2559347,2016-12-10,2,SEAFOOD,43.611,1,,,,,,,Quito,Pichincha,D,13,2043.0,2016,12,49,4,Saturday
2303241,2264037,2016-06-27,34,CELEBRATION,4.0,0,,,,,,45.8,Guayaquil,Guayas,B,6,1798.0,2016,6,26,2,Monday
2120689,2093959,2016-03-24,12,EGGS,85.0,0,,,,,,38.14,Latacunga,Cotopaxi,C,15,1294.0,2016,3,12,1,Thursday
1921928,1896980,2015-12-03,35,DAIRY,148.0,2,,,,,,41.08,Playas,Guayas,C,3,715.0,2015,12,49,4,Thursday
2805515,2759183,2017-04-02,27,LAWN AND GARDEN,36.0,0,,,,,,,Daule,Guayas,D,1,1897.0,2017,4,13,2,Sunday
1563413,1543811,2015-05-19,26,BREAD/BAKERY,178.0,0,,,,,,57.3,Guayaquil,Guayas,D,10,524.0,2015,5,21,2,Tuesday
2014084,1987354,2016-01-24,20,POULTRY,592.894,0,,,,,,,Quito,Pichincha,B,6,1953.0,2016,1,3,1,Sunday
2574148,2529598,2016-11-23,35,HOME AND KITCHEN II,6.0,1,,,,,,46.72,Playas,Guayas,C,3,566.0,2016,11,47,4,Wednesday
2172045,2144530,2016-04-21,30,PERSONAL CARE,361.0,2,Event,National,Ecuador,Terremoto Manabi+5,False,43.18,Guayaquil,Guayas,C,3,878.0,2016,4,16,2,Thursday
2478210,2435442,2016-10-01,43,DELI,384.0,9,,,,,,,Esmeraldas,Esmeraldas,E,10,1415.0,2016,10,39,4,Saturday
2964400,2912722,2017-06-27,35,EGGS,86.0,1,,,,,,44.25,Playas,Guayas,C,3,630.0,2017,6,26,2,Tuesday
2754484,2708152,2017-03-04,45,CLEANING,4103.0,13,,,,,,,Quito,Pichincha,A,11,4724.0,2017,3,9,1,Saturday
2608497,2563947,2016-12-12,49,GROCERY I,9927.0,137,,,,,,52.74,Quito,Pichincha,A,11,3297.0,2016,12,50,4,Monday
2804138,2757806,2017-04-01,38,PREPARED FOODS,228.886,1,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,,Loja,Loja,D,4,2271.0,2017,4,13,2,Saturday
1565722,1546120,2015-05-20,40,BOOKS,0.0,0,,,,,,58.96,Machala,El Oro,C,3,1368.0,2015,5,21,2,Wednesday
2653591,2607259,2017-01-07,14,POULTRY,107.403,0,,,,,,,Riobamba,Chimborazo,C,7,1602.0,2017,1,1,1,Saturday
1946972,1922024,2015-12-17,38,BREAD/BAKERY,391.132,0,,,,,,34.98,Loja,Loja,D,4,1683.0,2015,12,51,4,Thursday
1885145,1860197,2015-11-12,52,LAWN AND GARDEN,0.0,0,Holiday,Local,Ambato,Independencia de Ambato,False,41.74,Manta,Manabi,A,11,,2015,11,46,4,Thursday
1981708,1954978,2016-01-06,12,PERSONAL CARE,223.0,0,,,,,,33.97,Latacunga,Cotopaxi,C,15,1257.0,2016,1,1,1,Wednesday
2030189,2003459,2016-02-02,22,PREPARED FOODS,74.0,1,,,,,,29.9,Puyo,Pastaza,C,7,692.0,2016,2,5,1,Tuesday
1990097,1963367,2016-01-10,47,SEAFOOD,184.323,0,,,,,,,Quito,Pichincha,A,14,4943.0,2016,1,1,1,Sunday
2189431,2160919,2016-04-30,40,GROCERY II,8.0,0,Event,National,Ecuador,Terremoto Manabi+14,False,,Machala,El Oro,C,3,1433.0,2016,4,17,2,Saturday
2121935,2095205,2016-03-24,47,BEAUTY,1.0,0,,,,,,38.14,Quito,Pichincha,A,14,3664.0,2016,3,12,1,Thursday
1763519,1738571,2015-09-05,4,SEAFOOD,33.402,0,,,,,,,Quito,Pichincha,D,9,1720.0,2015,9,36,3,Saturday
2023700,1996970,2016-01-29,40,DAIRY,394.0,0,,,,,,33.66,Machala,El Oro,C,3,1353.0,2016,1,4,1,Friday
2025752,1999022,2016-01-30,48,HARDWARE,2.0,0,,,,,,,Quito,Pichincha,A,14,3868.0,2016,1,4,1,Saturday
1957340,1931149,2015-12-22,43,"LIQUOR,WINE,BEER",47.0,0,Additional,National,Ecuador,Navidad-3,False,36.12,Esmeraldas,Esmeraldas,E,10,1677.0,2015,12,52,4,Tuesday
2668692,2622360,2017-01-15,38,HOME AND KITCHEN I,137.0,12,,,,,,,Loja,Loja,D,4,1911.0,2017,1,2,1,Sunday
2367298,2324530,2016-07-31,31,EGGS,408.0,0,,,,,,,Babahoyo,Los Rios,B,10,1678.0,2016,7,30,3,Sunday
2169991,2143261,2016-04-20,45,EGGS,309.0,1,Event,National,Ecuador,Terremoto Manabi+4,False,42.72,Quito,Pichincha,A,11,3647.0,2016,4,16,2,Wednesday
1909263,1884315,2015-11-26,3,HOME AND KITCHEN I,62.0,0,,,,,,,Quito,Pichincha,D,8,3005.0,2015,11,48,4,Thursday
2477364,2434596,2016-10-01,2,LINGERIE,17.0,0,,,,,,,Quito,Pichincha,D,13,2116.0,2016,10,39,4,Saturday
2292219,2256579,2016-06-23,25,CELEBRATION,11.0,2,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,49.34,Salinas,Santa Elena,D,1,619.0,2016,6,25,2,Thursday
3025075,2971615,2017-07-30,37,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,,Cuenca,Azuay,D,2,1038.0,2017,7,30,3,Sunday
1998377,1971647,2016-01-15,3,PREPARED FOODS,385.715,1,,,,,,29.45,Quito,Pichincha,D,8,3251.0,2016,1,2,1,Friday
2092241,2065511,2016-03-08,14,DAIRY,449.0,0,,,,,,36.67,Riobamba,Chimborazo,C,7,1430.0,2016,3,10,1,Tuesday
2861029,2812915,2017-05-02,34,POULTRY,138.248,0,,,,,,47.65,Guayaquil,Guayas,B,6,2240.0,2017,5,18,2,Tuesday
2458527,2415759,2016-09-20,40,PLAYERS AND ELECTRONICS,5.0,0,,,,,,43.85,Machala,El Oro,C,3,1387.0,2016,9,38,3,Tuesday
2421361,2378593,2016-08-30,48,LADIESWEAR,23.0,0,,,,,,46.32,Quito,Pichincha,A,14,2276.0,2016,8,35,3,Tuesday
2010848,1984118,2016-01-22,3,PET SUPPLIES,25.0,0,,,,,,32.07,Quito,Pichincha,D,8,3161.0,2016,1,3,1,Friday
2540658,2497890,2016-11-05,45,LINGERIE,4.0,0,,,,,,,Quito,Pichincha,A,11,4396.0,2016,11,44,4,Saturday
2054112,2027382,2016-02-15,43,PLAYERS AND ELECTRONICS,7.0,0,,,,,,,Esmeraldas,Esmeraldas,E,10,1315.0,2016,2,7,1,Monday
1871745,1846797,2015-11-05,27,HOME CARE,168.0,0,,,,,,45.27,Daule,Guayas,D,1,1316.0,2015,11,45,4,Thursday
2536503,2493735,2016-11-03,29,MEATS,139.406,20,Holiday,National,Ecuador,Independencia de Cuenca,False,44.66,Guayaquil,Guayas,E,10,1012.0,2016,11,44,4,Thursday
2205818,2173891,2016-05-07,54,HOME AND KITCHEN II,37.0,10,Additional,National,Ecuador,Dia de la Madre-1,False,,El Carmen,Manabi,C,3,1000.0,2016,5,18,2,Saturday
2871245,2823131,2017-05-08,21,HARDWARE,2.0,0,,,,,,46.46,Santo Domingo,Santo Domingo de los Tsachilas,B,6,933.0,2017,5,19,2,Monday
2801963,2755631,2017-03-31,27,SEAFOOD,27.66,4,,,,,,50.54,Daule,Guayas,D,1,1710.0,2017,3,13,1,Friday
2657894,2611562,2017-01-09,35,DAIRY,183.0,8,,,,,,51.95,Playas,Guayas,C,3,620.0,2017,1,2,1,Monday
1704957,1680009,2015-08-03,47,GROCERY I,10916.0,10,,,,,,45.25,Quito,Pichincha,A,14,4016.0,2015,8,32,3,Monday
2982668,2929208,2017-07-06,47,PREPARED FOODS,154.555,0,,,,,,45.52,Quito,Pichincha,A,14,3433.0,2017,7,27,3,Thursday
2354307,2312287,2016-07-24,38,EGGS,135.0,1,Transfer,Local,Guayaquil,Traslado Fundacion de Guayaquil,False,,Loja,Loja,D,4,1613.0,2016,7,29,3,Sunday
1831326,1806378,2015-10-13,42,MEATS,147.894,0,,,,,,46.7,Cuenca,Azuay,D,2,828.0,2015,10,42,4,Tuesday
